Transaction_ID,Date,Store_ID,SKU_ID,Category,Condition,Inventory_Age_Bucket,Selling_Price_GST,Net_Revenue,COGS,True_Gross_Margin_%
6751,2025-11-15,1,3,AC,Minor Cosmetic,0-30,30438.93,25795.7,17574.47,31.87
6752,2025-11-15,1,15,TV,Grade B,90+,12790.5,10839.41,8334.33,23.11
6753,2025-11-15,1,41,Washing Machine,Open Box,90+,24337.1,20624.66,16574.72,19.64
6754,2025-11-15,1,43,Washing Machine,Grade C,90+,24777.28,20997.7,16193.54,22.88
6755,2025-11-15,1,17,TV,Grade B,31-60,47301.85,40086.32,28373.82,29.22
6756,2025-11-15,2,29,Refrigerator,Minor Cosmetic,0-30,70050.23,59364.6,44000.26,25.88
6757,2025-11-15,2,34,Refrigerator,Minor Cosmetic,0-30,52932.25,44857.84,33383.53,25.58
6758,2025-11-15,2,43,Washing Machine,Grade C,90+,21795.22,18470.52,16193.54,12.33
6759,2025-11-15,2,48,Washing Machine,Open Box,0-30,22956.07,19454.3,13931.97,28.39
6760,2025-11-15,2,44,Washing Machine,Open Box,31-60,36153.59,30638.64,22655.21,26.06
6761,2025-11-15,2,31,Refrigerator,Grade B,61-90,41901.75,35509.96,29370.58,17.29
6762,2025-11-15,2,1,AC,Minor Cosmetic,31-60,46021.43,39001.21,29209.48,25.11
6763,2025-11-15,2,41,Washing Machine,Open Box,90+,23952.42,20298.66,16574.72,18.35
6764,2025-11-15,2,43,Washing Machine,Grade C,31-60,26370.28,22347.7,16193.54,27.54
6765,2025-11-15,2,18,TV,Grade C,90+,30711.15,26026.4,22781.28,12.47
6766,2025-11-15,3,40,Washing Machine,Grade C,31-60,14913.32,12638.41,9534.87,24.56
6767,2025-11-15,3,44,Washing Machine,Open Box,61-90,33425.01,28326.28,22655.21,20.02
6768,2025-11-15,3,38,Washing Machine,Open Box,31-60,41185.28,34902.78,26147.92,25.08
6769,2025-11-15,3,13,TV,Minor Cosmetic,90+,39584.66,33546.32,28384.81,15.39
6770,2025-11-15,3,31,Refrigerator,Grade B,61-90,44947.83,38091.38,29370.58,22.89
6771,2025-11-15,3,30,Refrigerator,Grade C,90+,14454.78,12249.81,9763.61,20.3
6772,2025-11-15,3,15,TV,Grade B,61-90,12837.46,10879.2,8334.33,23.39
6773,2025-11-15,3,46,Washing Machine,Open Box,0-30,12978.67,10998.87,8500.42,22.72
6774,2025-11-15,3,14,TV,Grade B,0-30,48686.83,41260.03,29414.34,28.71
6775,2025-11-15,4,3,AC,Minor Cosmetic,0-30,27964.73,23698.92,17574.47,25.84
6776,2025-11-15,4,11,AC,Grade B,0-30,25824.95,21885.55,16433.46,24.91
6777,2025-11-15,4,43,Washing Machine,Grade C,90+,23094.94,19571.98,16193.54,17.26
6778,2025-11-15,4,44,Washing Machine,Open Box,90+,30830.46,26127.51,22655.21,13.29
6779,2025-11-15,4,31,Refrigerator,Grade B,0-30,47449.75,40211.65,29370.58,26.96
6780,2025-11-15,5,24,TV,Minor Cosmetic,0-30,55822.97,47307.6,35807.85,24.31
6781,2025-11-15,5,26,Refrigerator,Open Box,0-30,45248.31,38346.03,29837.55,22.19
6782,2025-11-15,5,30,Refrigerator,Grade C,0-30,15981.21,13543.4,9763.61,27.91
6783,2025-11-15,5,41,Washing Machine,Open Box,90+,22235.75,18843.85,16574.72,12.04
6784,2025-11-15,5,7,AC,Grade B,90+,30009.09,25431.43,22012.91,13.44
6785,2025-11-15,5,5,AC,Minor Cosmetic,31-60,46788.06,39650.9,28903.16,27.11
6786,2025-11-15,5,28,Refrigerator,Open Box,90+,65969.93,55906.72,47699.98,14.68
6787,2025-11-15,5,41,Washing Machine,Open Box,61-90,26231.34,22229.95,16574.72,25.44
6788,2025-11-15,5,26,Refrigerator,Open Box,31-60,47238.77,40032.85,29837.55,25.47
6789,2025-11-15,5,17,TV,Grade B,61-90,44290.85,37534.62,28373.82,24.41
6790,2025-11-15,5,47,Washing Machine,Minor Cosmetic,31-60,35799.57,30338.62,23813.82,21.51
6791,2025-11-15,6,7,AC,Grade B,0-30,34453.03,29197.48,22012.91,24.61
6792,2025-11-15,6,15,TV,Grade B,31-60,13492.26,11434.12,8334.33,27.11
6793,2025-11-15,6,12,AC,Open Box,90+,38681.35,32780.81,26094.64,20.4
6794,2025-11-15,6,30,Refrigerator,Grade C,90+,14173.24,12011.22,9763.61,18.71
6795,2025-11-15,6,13,TV,Minor Cosmetic,90+,41911.2,35517.97,28384.81,20.08
6796,2025-11-15,6,8,AC,Grade C,31-60,35719.11,30270.43,22963.56,24.14
6797,2025-11-15,6,43,Washing Machine,Grade C,90+,23789.22,20160.35,16193.54,19.68
6798,2025-11-15,6,23,TV,Minor Cosmetic,61-90,17997.17,15251.84,11655.74,23.58
6799,2025-11-17,1,33,Refrigerator,Minor Cosmetic,0-30,32369.69,27431.94,19539.7,28.77
6800,2025-11-17,1,6,AC,Grade B,0-30,34671.02,29382.22,20477.52,30.31
6801,2025-11-17,1,11,AC,Grade B,31-60,28544.72,24190.44,16433.46,32.07
6802,2025-11-17,1,33,Refrigerator,Minor Cosmetic,90+,29931.38,25365.58,19539.7,22.97
6803,2025-11-17,1,4,AC,Grade C,90+,19296.46,16352.93,12893.28,21.16
6804,2025-11-17,1,25,Refrigerator,Minor Cosmetic,90+,26050.81,22076.96,17574.75,20.39
6805,2025-11-17,1,14,TV,Grade B,31-60,50623.55,42901.31,29414.34,31.44
6806,2025-11-17,1,40,Washing Machine,Grade C,31-60,15874.03,13452.56,9534.87,29.12
6807,2025-11-17,1,16,TV,Minor Cosmetic,0-30,26945.43,22835.11,15745.16,31.05
6808,2025-11-17,2,7,AC,Grade B,0-30,36387.67,30837.01,22012.91,28.62
6809,2025-11-17,2,2,AC,Open Box,31-60,52379.86,44389.71,34287.99,22.76
6810,2025-11-17,2,33,Refrigerator,Minor Cosmetic,61-90,29227.39,24768.98,19539.7,21.11
6811,2025-11-17,2,17,TV,Grade B,90+,38685.67,32784.46,28373.82,13.45
6812,2025-11-17,2,45,Washing Machine,Grade C,0-30,25999.42,22033.41,16328.21,25.89
6813,2025-11-17,3,22,TV,Grade B,61-90,43768.16,37091.66,30727.85,17.16
6814,2025-11-17,3,38,Washing Machine,Open Box,31-60,39573.88,33537.18,26147.92,22.03
6815,2025-11-17,3,21,TV,Grade B,31-60,31445.56,26648.78,20322.84,23.74
6816,2025-11-17,3,27,Refrigerator,Grade B,31-60,14399.44,12202.92,9136.62,25.13
6817,2025-11-17,3,42,Washing Machine,Open Box,0-30,47722.04,40442.4,29724.77,26.5
6818,2025-11-17,3,23,TV,Minor Cosmetic,90+,16813.42,14248.66,11655.74,18.2
6819,2025-11-17,3,40,Washing Machine,Grade C,31-60,15557.56,13184.38,9534.87,27.68
6820,2025-11-17,4,42,Washing Machine,Open Box,90+,40829.42,34601.2,29724.77,14.09
6821,2025-11-17,4,29,Refrigerator,Minor Cosmetic,31-60,67536.47,57234.3,44000.26,23.12
6822,2025-11-17,4,26,Refrigerator,Open Box,31-60,46926.11,39767.89,29837.55,24.97
6823,2025-11-17,4,18,TV,Grade C,0-30,34979.96,29644.03,22781.28,23.15
6824,2025-11-17,4,18,TV,Grade C,61-90,33097.22,28048.49,22781.28,18.78
6825,2025-11-17,4,41,Washing Machine,Open Box,90+,23380.93,19814.35,16574.72,16.35
6826,2025-11-17,5,34,Refrigerator,Minor Cosmetic,61-90,48156.48,40810.58,33383.53,18.2
6827,2025-11-17,5,42,Washing Machine,Open Box,0-30,49502.78,41951.51,29724.77,29.14
6828,2025-11-17,5,18,TV,Grade C,61-90,35434.01,30028.82,22781.28,24.14
6829,2025-11-17,5,45,Washing Machine,Grade C,31-60,26385.11,22360.26,16328.21,26.98
6830,2025-11-17,5,42,Washing Machine,Open Box,61-90,46666.48,39547.86,29724.77,24.84
6831,2025-11-17,5,24,TV,Minor Cosmetic,31-60,55938.29,47405.33,35807.85,24.46
6832,2025-11-17,5,2,AC,Open Box,0-30,55846.23,47327.32,34287.99,27.55
6833,2025-11-17,5,35,Refrigerator,Minor Cosmetic,90+,11952.78,10129.47,8761.7,13.5
6834,2025-11-17,6,43,Washing Machine,Grade C,0-30,26355.81,22335.43,16193.54,27.5
6835,2025-11-17,6,13,TV,Minor Cosmetic,0-30,45645.74,38682.83,28384.81,26.62
6836,2025-11-17,6,47,Washing Machine,Minor Cosmetic,90+,32804.37,27800.31,23813.82,14.34
6837,2025-11-17,6,44,Washing Machine,Open Box,31-60,36840.49,31220.76,22655.21,27.44
6838,2025-11-18,1,4,AC,Grade C,0-30,22649.5,19194.49,12893.28,32.83
6839,2025-11-18,1,40,Washing Machine,Grade C,31-60,15842.74,13426.05,9534.87,28.98
6840,2025-11-18,1,37,Washing Machine,Open Box,61-90,16383.09,13883.97,10015.96,27.86
6841,2025-11-18,1,26,Refrigerator,Open Box,61-90,47475.67,40233.61,29837.55,25.84
6842,2025-11-18,1,44,Washing Machine,Open Box,31-60,39336.15,33335.72,22655.21,32.04
6843,2025-11-18,1,42,Washing Machine,Open Box,90+,42859.24,36321.39,29724.77,18.16
6844,2025-11-18,1,41,Washing Machine,Open Box,61-90,26152.22,22162.9,16574.72,25.21
6845,2025-11-18,1,31,Refrigerator,Grade B,90+,44046.64,37327.66,29370.58,21.32
6846,2025-11-18,1,15,TV,Grade B,31-60,14275.34,12097.74,8334.33,31.11
6847,2025-11-18,1,2,AC,Open Box,61-90,53628.44,45447.83,34287.99,24.56
6848,2025-11-18,1,20,TV,Grade C,0-30,14511.17,12297.6,8784.66,28.57
6849,2025-11-18,1,12,AC,Open Box,31-60,45204.37,38308.79,26094.64,31.88
6850,2025-11-18,1,21,TV,Grade B,61-90,31603.34,26782.49,20322.84,24.12
6851,2025-11-18,2,13,TV,Minor Cosmetic,0-30,43194.56,36605.56,28384.81,22.46
6852,2025-11-18,2,27,Refrigerator,Grade B,61-90,14286.66,12107.34,9136.62,24.54
6853,2025-11-18,2,33,Refrigerator,Minor Cosmetic,31-60,29484.32,24986.71,19539.7,21.8
6854,2025-11-18,2,26,Refrigerator,Open Box,0-30,45289.27,38380.74,29837.55,22.26
6855,2025-11-18,2,16,TV,Minor Cosmetic,0-30,26052.2,22078.13,15745.16,28.68
6856,2025-11-18,2,3,AC,Minor Cosmetic,61-90,27398.6,23219.15,17574.47,24.31
6857,2025-11-18,2,3,AC,Minor Cosmetic,0-30,29285.78,24818.46,17574.47,29.19
6858,2025-11-18,3,22,TV,Grade B,61-90,47574.32,40317.22,30727.85,23.78
6859,2025-11-18,3,12,AC,Open Box,90+,35714.2,30266.27,26094.64,13.78
6860,2025-11-18,3,20,TV,Grade C,31-60,13581.06,11509.37,8784.66,23.67
6861,2025-11-18,3,32,Refrigerator,Grade C,31-60,23773.44,20146.98,15292.82,24.09
6862,2025-11-18,3,48,Washing Machine,Open Box,31-60,21467.1,18192.46,13931.97,23.42
6863,2025-11-18,3,46,Washing Machine,Open Box,0-30,14202.02,12035.61,8500.42,29.37
6864,2025-11-18,3,15,TV,Grade B,0-30,13147.83,11142.23,8334.33,25.2
6865,2025-11-18,3,36,Refrigerator,Grade C,90+,29340.82,24865.1,20279.68,18.44
6866,2025-11-18,3,47,Washing Machine,Minor Cosmetic,90+,31810.24,26957.83,23813.82,11.66
6867,2025-11-18,3,48,Washing Machine,Open Box,0-30,21483.66,18206.49,13931.97,23.48
6868,2025-11-18,4,38,Washing Machine,Open Box,31-60,42352.97,35892.34,26147.92,27.15
6869,2025-11-18,4,25,Refrigerator,Minor Cosmetic,0-30,29135.9,24691.44,17574.75,28.82
6870,2025-11-18,4,21,TV,Grade B,31-60,30319.74,25694.69,20322.84,20.91
6871,2025-11-18,4,20,TV,Grade C,31-60,13490.36,11432.5,8784.66,23.16
6872,2025-11-18,4,31,Refrigerator,Grade B,61-90,41789.31,35414.67,29370.58,17.07
6873,2025-11-18,4,9,AC,Minor Cosmetic,61-90,32791.52,27789.43,22982.42,17.3
6874,2025-11-18,4,30,Refrigerator,Grade C,90+,13446.47,11395.31,9763.61,14.32
6875,2025-11-18,4,34,Refrigerator,Minor Cosmetic,90+,46096.67,39064.98,33383.53,14.54
6876,2025-11-18,4,38,Washing Machine,Open Box,61-90,38466.08,32598.38,26147.92,19.79
6877,2025-11-18,4,40,Washing Machine,Grade C,0-30,15606.06,13225.48,9534.87,27.91
6878,2025-11-18,4,21,TV,Grade B,31-60,32131.71,27230.26,20322.84,25.37
6879,2025-11-18,5,32,Refrigerator,Grade C,61-90,23854.11,20215.35,15292.82,24.35
6880,2025-11-18,5,42,Washing Machine,Open Box,61-90,42787.43,36260.53,29724.77,18.02
6881,2025-11-18,5,22,TV,Grade B,31-60,48323.72,40952.31,30727.85,24.97
6882,2025-11-18,5,3,AC,Minor Cosmetic,90+,24830.94,21043.17,17574.47,16.48
6883,2025-11-18,5,4,AC,Grade C,0-30,21321.23,18068.84,12893.28,28.64
6884,2025-11-18,5,33,Refrigerator,Minor Cosmetic,31-60,29884.36,25325.73,19539.7,22.85
6885,2025-11-18,5,13,TV,Minor Cosmetic,0-30,45036.44,38166.47,28384.81,25.63
6886,2025-11-18,5,14,TV,Grade B,61-90,43173.6,36587.8,29414.34,19.61
6887,2025-11-18,5,34,Refrigerator,Minor Cosmetic,31-60,52334.53,44351.3,33383.53,24.73
6888,2025-11-18,5,13,TV,Minor Cosmetic,31-60,41753.07,35383.96,28384.81,19.78
6889,2025-11-18,5,29,Refrigerator,Minor Cosmetic,61-90,68617.11,58150.1,44000.26,24.33
6890,2025-11-18,6,43,Washing Machine,Grade C,0-30,25597.14,21692.49,16193.54,25.35
6891,2025-11-18,6,16,TV,Minor Cosmetic,31-60,25040.27,21220.57,15745.16,25.8
6892,2025-11-18,6,37,Washing Machine,Open Box,0-30,15420.66,13068.36,10015.96,23.36
6893,2025-11-18,6,43,Washing Machine,Grade C,61-90,24850.05,21059.36,16193.54,23.11
6894,2025-11-18,6,9,AC,Minor Cosmetic,90+,33497.26,28387.51,22982.42,19.04
6895,2025-11-18,6,27,Refrigerator,Grade B,0-30,14091.13,11941.63,9136.62,23.49
6896,2025-11-18,6,22,TV,Grade B,31-60,48993.71,41520.09,30727.85,25.99
6897,2025-11-18,6,13,TV,Minor Cosmetic,90+,41229.7,34940.42,28384.81,18.76
6898,2025-11-19,1,45,Washing Machine,Grade C,61-90,27670.7,23449.74,16328.21,30.37
6899,2025-11-19,1,44,Washing Machine,Open Box,0-30,40773.63,34553.92,22655.21,34.44
6900,2025-11-19,1,22,TV,Grade B,0-30,51510.93,43653.33,30727.85,29.61
6901,2025-11-19,1,11,AC,Grade B,0-30,27540.89,23339.74,16433.46,29.59
6902,2025-11-19,1,40,Washing Machine,Grade C,0-30,16989.2,14397.63,9534.87,33.77
6903,2025-11-19,1,40,Washing Machine,Grade C,90+,14191.43,12026.64,9534.87,20.72
6904,2025-11-19,1,26,Refrigerator,Open Box,61-90,50398.21,42710.35,29837.55,30.14
6905,2025-11-19,1,15,TV,Grade B,31-60,13604.33,11529.09,8334.33,27.71
6906,2025-11-19,1,25,Refrigerator,Minor Cosmetic,61-90,29727.95,25193.18,17574.75,30.24
6907,2025-11-19,1,23,TV,Minor Cosmetic,31-60,19642.67,16646.33,11655.74,29.98
6908,2025-11-19,1,42,Washing Machine,Open Box,90+,45343.37,38426.59,29724.77,22.65
6909,2025-11-19,2,35,Refrigerator,Minor Cosmetic,61-90,12712.06,10772.93,8761.7,18.67
6910,2025-11-19,2,43,Washing Machine,Grade C,0-30,26913.65,22808.18,16193.54,29.0
6911,2025-11-19,2,34,Refrigerator,Minor Cosmetic,31-60,51051.81,43264.24,33383.53,22.84
6912,2025-11-19,2,1,AC,Minor Cosmetic,31-60,43452.49,36824.14,29209.48,20.68
6913,2025-11-19,2,14,TV,Grade B,0-30,46139.87,39101.58,29414.34,24.77
6914,2025-11-19,2,21,TV,Grade B,61-90,32202.33,27290.11,20322.84,25.53
6915,2025-11-19,2,6,AC,Grade B,0-30,33867.65,28701.4,20477.52,28.65
6916,2025-11-19,2,26,Refrigerator,Open Box,0-30,45900.06,38898.35,29837.55,23.29
6917,2025-11-19,2,20,TV,Grade C,31-60,14011.99,11874.57,8784.66,26.02
6918,2025-11-19,3,1,AC,Minor Cosmetic,90+,41489.14,35160.29,29209.48,16.92
6919,2025-11-19,3,14,TV,Grade B,0-30,45043.31,38172.3,29414.34,22.94
6920,2025-11-19,3,22,TV,Grade B,61-90,45573.21,38621.36,30727.85,20.44
6921,2025-11-19,3,27,Refrigerator,Grade B,31-60,13846.21,11734.07,9136.62,22.14
6922,2025-11-19,3,39,Washing Machine,Grade B,0-30,29319.89,24847.36,19250.61,22.52
6923,2025-11-19,3,23,TV,Minor Cosmetic,0-30,18779.66,15914.96,11655.74,26.76
6924,2025-11-19,3,24,TV,Minor Cosmetic,61-90,52004.15,44071.31,35807.85,18.75
6925,2025-11-19,3,47,Washing Machine,Minor Cosmetic,61-90,37674.35,31927.41,23813.82,25.41
6926,2025-11-19,4,15,TV,Grade B,31-60,12326.19,10445.93,8334.33,20.21
6927,2025-11-19,4,28,Refrigerator,Open Box,61-90,70525.36,59767.25,47699.98,20.19
6928,2025-11-19,4,34,Refrigerator,Minor Cosmetic,0-30,55918.2,47388.31,33383.53,29.55
6929,2025-11-19,4,30,Refrigerator,Grade C,31-60,14553.07,12333.11,9763.61,20.83
6930,2025-11-19,5,33,Refrigerator,Minor Cosmetic,90+,27121.76,22984.54,19539.7,14.99
6931,2025-11-19,5,30,Refrigerator,Grade C,90+,14329.2,12143.39,9763.61,19.6
6932,2025-11-19,5,39,Washing Machine,Grade B,90+,27370.77,23195.57,19250.61,17.01
6933,2025-11-19,5,6,AC,Grade B,90+,29587.22,25073.92,20477.52,18.33
6934,2025-11-19,5,9,AC,Minor Cosmetic,61-90,34799.0,29490.68,22982.42,22.07
6935,2025-11-19,5,24,TV,Minor Cosmetic,31-60,57723.43,48918.16,35807.85,26.8
6936,2025-11-19,5,30,Refrigerator,Grade C,0-30,15026.76,12734.54,9763.61,23.33
6937,2025-11-19,5,34,Refrigerator,Minor Cosmetic,31-60,52725.38,44682.53,33383.53,25.29
6938,2025-11-19,5,48,Washing Machine,Open Box,31-60,20643.48,17494.48,13931.97,20.36
6939,2025-11-19,6,17,TV,Grade B,61-90,43182.92,36595.7,28373.82,22.47
6940,2025-11-19,6,8,AC,Grade C,61-90,35739.26,30287.51,22963.56,24.18
6941,2025-11-19,6,31,Refrigerator,Grade B,31-60,45356.15,38437.42,29370.58,23.59
6942,2025-11-19,6,29,Refrigerator,Minor Cosmetic,31-60,67809.46,57465.65,44000.26,23.43
6943,2025-11-19,6,39,Washing Machine,Grade B,31-60,30408.59,25769.99,19250.61,25.3
6944,2025-11-20,1,17,TV,Grade B,0-30,51484.45,43630.89,28373.82,34.97
6945,2025-11-20,1,24,TV,Minor Cosmetic,0-30,63086.86,53463.44,35807.85,33.02
6946,2025-11-20,1,26,Refrigerator,Open Box,90+,46092.94,39061.81,29837.55,23.61
6947,2025-11-20,1,26,Refrigerator,Open Box,61-90,49872.11,42264.5,29837.55,29.4
6948,2025-11-20,1,16,TV,Minor Cosmetic,90+,25018.56,21202.17,15745.16,25.74
6949,2025-11-20,1,37,Washing Machine,Open Box,90+,15249.66,12923.44,10015.96,22.5
6950,2025-11-20,1,24,TV,Minor Cosmetic,31-60,59769.81,50652.38,35807.85,29.31
6951,2025-11-20,1,33,Refrigerator,Minor Cosmetic,61-90,30632.3,25959.58,19539.7,24.73
6952,2025-11-20,1,26,Refrigerator,Open Box,0-30,52856.83,44793.92,29837.55,33.39
6953,2025-11-20,1,16,TV,Minor Cosmetic,61-90,25297.33,21438.42,15745.16,26.56
6954,2025-11-20,1,28,Refrigerator,Open Box,90+,73219.62,62050.53,47699.98,23.13
6955,2025-11-20,1,23,TV,Minor Cosmetic,31-60,19402.23,16442.57,11655.74,29.11
6956,2025-11-20,2,18,TV,Grade C,31-60,34400.11,29152.63,22781.28,21.86
6957,2025-11-20,2,45,Washing Machine,Grade C,31-60,25634.16,21723.86,16328.21,24.84
6958,2025-11-20,2,38,Washing Machine,Open Box,31-60,41499.87,35169.38,26147.92,25.65
6959,2025-11-20,2,13,TV,Minor Cosmetic,90+,40886.4,34649.49,28384.81,18.08
6960,2025-11-20,2,14,TV,Grade B,90+,40490.35,34313.86,29414.34,14.28
6961,2025-11-20,2,9,AC,Minor Cosmetic,90+,32172.8,27265.09,22982.42,15.71
6962,2025-11-20,2,5,AC,Minor Cosmetic,0-30,43806.12,37123.83,28903.16,22.14
6963,2025-11-20,2,13,TV,Minor Cosmetic,0-30,46051.17,39026.41,28384.81,27.27
6964,2025-11-20,3,9,AC,Minor Cosmetic,0-30,38141.4,32323.22,22982.42,28.9
6965,2025-11-20,3,31,Refrigerator,Grade B,31-60,46624.31,39512.12,29370.58,25.67
6966,2025-11-20,3,1,AC,Minor Cosmetic,61-90,43276.38,36674.9,29209.48,20.36
6967,2025-11-20,3,19,TV,Grade C,0-30,24385.2,20665.42,15815.55,23.47
6968,2025-11-20,3,31,Refrigerator,Grade B,90+,39531.48,33501.25,29370.58,12.33
6969,2025-11-20,3,29,Refrigerator,Minor Cosmetic,90+,63782.84,54053.25,44000.26,18.6
6970,2025-11-20,3,18,TV,Grade C,31-60,34016.2,28827.29,22781.28,20.97
6971,2025-11-20,3,47,Washing Machine,Minor Cosmetic,31-60,36625.21,31038.32,23813.82,23.28
6972,2025-11-20,4,28,Refrigerator,Open Box,61-90,73570.13,62347.57,47699.98,23.49
6973,2025-11-20,4,21,TV,Grade B,0-30,33466.47,28361.42,20322.84,28.34
6974,2025-11-20,4,46,Washing Machine,Open Box,31-60,12586.38,10666.42,8500.42,20.31
6975,2025-11-20,4,45,Washing Machine,Grade C,0-30,26304.24,22291.73,16328.21,26.75
6976,2025-11-20,4,48,Washing Machine,Open Box,61-90,20698.3,17540.93,13931.97,20.57
6977,2025-11-20,4,9,AC,Minor Cosmetic,61-90,34239.22,29016.29,22982.42,20.79
6978,2025-11-20,4,5,AC,Minor Cosmetic,31-60,42414.61,35944.58,28903.16,19.59
6979,2025-11-20,5,23,TV,Minor Cosmetic,90+,16978.33,14388.42,11655.74,18.99
6980,2025-11-20,5,39,Washing Machine,Grade B,0-30,29686.34,25157.91,19250.61,23.48
6981,2025-11-20,5,31,Refrigerator,Grade B,31-60,46162.84,39121.05,29370.58,24.92
6982,2025-11-20,5,30,Refrigerator,Grade C,0-30,15764.17,13359.47,9763.61,26.92
6983,2025-11-20,5,4,AC,Grade C,90+,17314.48,14673.29,12893.28,12.13
6984,2025-11-20,5,32,Refrigerator,Grade C,31-60,24346.55,20632.67,15292.82,25.88
6985,2025-11-20,5,39,Washing Machine,Grade B,0-30,29529.99,25025.41,19250.61,23.08
6986,2025-11-20,5,47,Washing Machine,Minor Cosmetic,31-60,35284.15,29901.82,23813.82,20.36
6987,2025-11-20,5,47,Washing Machine,Minor Cosmetic,90+,31721.75,26882.84,23813.82,11.42
6988,2025-11-20,5,16,TV,Minor Cosmetic,0-30,26336.46,22319.03,15745.16,29.45
6989,2025-11-20,6,22,TV,Grade B,61-90,43864.26,37173.1,30727.85,17.34
6990,2025-11-20,6,13,TV,Minor Cosmetic,31-60,42132.1,35705.17,28384.81,20.5
6991,2025-11-20,6,24,TV,Minor Cosmetic,31-60,57441.21,48678.99,35807.85,26.44
6992,2025-11-20,6,14,TV,Grade B,31-60,47394.18,40164.56,29414.34,26.77
6993,2025-11-20,6,5,AC,Minor Cosmetic,0-30,47152.75,39959.96,28903.16,27.67
6994,2025-11-20,6,44,Washing Machine,Open Box,0-30,36411.03,30856.81,22655.21,26.58
6995,2025-11-21,1,27,Refrigerator,Grade B,0-30,15355.22,13012.9,9136.62,29.79
6996,2025-11-21,1,18,TV,Grade C,90+,34249.65,29025.13,22781.28,21.51
6997,2025-11-21,1,11,AC,Grade B,0-30,28841.42,24441.88,16433.46,32.77
6998,2025-11-21,1,35,Refrigerator,Minor Cosmetic,90+,13856.71,11742.97,8761.7,25.39
6999,2025-11-21,1,3,AC,Minor Cosmetic,61-90,29860.36,25305.39,17574.47,30.55
7000,2025-11-21,1,20,TV,Grade C,31-60,15019.89,12728.72,8784.66,30.99
7001,2025-11-21,1,39,Washing Machine,Grade B,31-60,30944.46,26224.12,19250.61,26.59
7002,2025-11-21,1,45,Washing Machine,Grade C,0-30,27786.65,23548.01,16328.21,30.66
7003,2025-11-21,1,19,TV,Grade C,90+,23430.76,19856.57,15815.55,20.35
7004,2025-11-21,1,44,Washing Machine,Open Box,0-30,38846.98,32921.17,22655.21,31.18
7005,2025-11-21,2,18,TV,Grade C,90+,31586.46,26768.19,22781.28,14.89
7006,2025-11-21,2,22,TV,Grade B,31-60,49644.69,42071.77,30727.85,26.96
7007,2025-11-21,2,37,Washing Machine,Open Box,31-60,16117.17,13658.62,10015.96,26.67
7008,2025-11-21,2,36,Refrigerator,Grade C,31-60,31725.82,26886.29,20279.68,24.57
7009,2025-11-21,2,36,Refrigerator,Grade C,0-30,33492.13,28383.16,20279.68,28.55
7010,2025-11-21,2,47,Washing Machine,Minor Cosmetic,90+,31930.39,27059.65,23813.82,12.0
7011,2025-11-21,2,21,TV,Grade B,31-60,30131.78,25535.4,20322.84,20.41
7012,2025-11-21,2,30,Refrigerator,Grade C,0-30,16454.91,13944.84,9763.61,29.98
7013,2025-11-21,3,44,Washing Machine,Open Box,61-90,32852.99,27841.52,22655.21,18.63
7014,2025-11-21,3,26,Refrigerator,Open Box,0-30,45330.3,38415.51,29837.55,22.33
7015,2025-11-21,3,43,Washing Machine,Grade C,61-90,23557.65,19964.11,16193.54,18.89
7016,2025-11-21,3,46,Washing Machine,Open Box,90+,11635.47,9860.57,8500.42,13.79
7017,2025-11-21,3,46,Washing Machine,Open Box,31-60,12931.88,10959.22,8500.42,22.44
7018,2025-11-21,3,13,TV,Minor Cosmetic,90+,38564.91,32682.13,28384.81,13.15
7019,2025-11-21,3,35,Refrigerator,Minor Cosmetic,61-90,12794.92,10843.15,8761.7,19.2
7020,2025-11-21,3,27,Refrigerator,Grade B,0-30,14060.75,11915.89,9136.62,23.32
7021,2025-11-21,4,28,Refrigerator,Open Box,61-90,70505.41,59750.34,47699.98,20.17
7022,2025-11-21,4,12,AC,Open Box,90+,37680.6,31932.71,26094.64,18.28
7023,2025-11-21,4,29,Refrigerator,Minor Cosmetic,61-90,62837.85,53252.41,44000.26,17.37
7024,2025-11-21,4,34,Refrigerator,Minor Cosmetic,0-30,51549.4,43685.93,33383.53,23.58
7025,2025-11-21,4,28,Refrigerator,Open Box,61-90,69735.93,59098.25,47699.98,19.29
7026,2025-11-21,4,13,TV,Minor Cosmetic,0-30,45735.04,38758.51,28384.81,26.76
7027,2025-11-21,4,24,TV,Minor Cosmetic,90+,49378.15,41845.89,35807.85,14.43
7028,2025-11-21,4,23,TV,Minor Cosmetic,61-90,17940.21,15203.56,11655.74,23.34
7029,2025-11-21,4,3,AC,Minor Cosmetic,0-30,27697.22,23472.22,17574.47,25.13
7030,2025-11-21,4,46,Washing Machine,Open Box,31-60,13558.85,11490.55,8500.42,26.02
7031,2025-11-21,4,43,Washing Machine,Grade C,90+,23480.13,19898.41,16193.54,18.62
7032,2025-11-21,5,21,TV,Grade B,0-30,31593.29,26773.98,20322.84,24.09
7033,2025-11-21,5,1,AC,Minor Cosmetic,31-60,45124.98,38241.5,29209.48,23.62
7034,2025-11-21,5,14,TV,Grade B,0-30,45880.2,38881.52,29414.34,24.35
7035,2025-11-21,5,31,Refrigerator,Grade B,90+,41314.79,35012.53,29370.58,16.11
7036,2025-11-21,5,35,Refrigerator,Minor Cosmetic,31-60,12925.15,10953.51,8761.7,20.01
